sl_no,SKU_NAME,FEED_DATE,VIEWS,UNITS
22137,B02N9X5ECS,8/2/2019,275,4
22138,B02N9X5ECS,8/3/2019,162,8
22139,B02N9X5ECS,8/4/2019,210,12
22140,B02N9X5ECS,8/5/2019,387,26
22141,B02N9X5ECS,8/6/2019,371,29
22142,B02N9X5ECS,8/7/2019,408,51
22143,B02N9X5ECS,8/8/2019,346,39
22144,B02N9X5ECS,8/9/2019,392,22
22145,B02N9X5ECS,8/10/2019,216,4
22146,B02N9X5ECS,8/11/2019,218,5
22147,B02N9X5ECS,8/12/2019,432,2
22148,B02N9X5ECS,8/13/2019,420,2
22149,B02N9X5ECS,8/14/2019,412,1
22150,B02N9X5ECS,8/15/2019,493,0
22151,B02N9X5ECS,8/16/2019,382,1
22152,B02N9X5ECS,8/17/2019,294,1
22153,B02N9X5ECS,8/18/2019,208,2
22154,B02N9X5ECS,8/19/2019,392,24
22155,B02N9X5ECS,8/20/2019,450,67
22156,B02N9X5ECS,8/21/2019,421,40
22157,B02N9X5ECS,8/22/2019,393,51
22158,B02N9X5ECS,8/23/2019,404,49
22159,B02N9X5ECS,8/24/2019,230,19
22160,B02N9X5ECS,8/25/2019,281,20
22161,B02N9X5ECS,8/26/2019,365,50
22162,B02N9X5ECS,8/27/2019,400,87
22163,B02N9X5ECS,8/28/2019,455,47
22164,B02N9X5ECS,8/29/2019,430,58
22165,B02N9X5ECS,8/30/2019,344,22
22166,B02N9X5ECS,8/31/2019,268,23
22167,B18ZIYLVU8,5/1/2019,353,4
22168,B18ZIYLVU8,5/2/2019,414,22
22169,B18ZIYLVU8,5/3/2019,382,16
22170,B18ZIYLVU8,5/4/2019,383,9
22171,B18ZIYLVU8,5/5/2019,441,15
22172,B18ZIYLVU8,5/6/2019,465,20
22173,B18ZIYLVU8,5/7/2019,465,10
22174,B18ZIYLVU8,5/8/2019,422,9
22175,B18ZIYLVU8,5/9/2019,437,20
22176,B18ZIYLVU8,5/10/2019,471,6
22177,B18ZIYLVU8,5/11/2019,407,-13
22178,B18ZIYLVU8,5/12/2019,653,0
22179,B18ZIYLVU8,5/13/2019,480,0
22180,B18ZIYLVU8,5/14/2019,529,2
22181,B18ZIYLVU8,5/15/2019,406,0
22182,B18ZIYLVU8,5/16/2019,376,0
22183,B18ZIYLVU8,5/17/2019,361,0
22184,B18ZIYLVU8,5/18/2019,318,0
22185,B18ZIYLVU8,5/19/2019,367,18
22186,B18ZIYLVU8,5/20/2019,405,13
22187,B18ZIYLVU8,5/21/2019,401,10
22188,B18ZIYLVU8,5/22/2019,416,26
22189,B18ZIYLVU8,5/23/2019,354,14
22190,B18ZIYLVU8,5/24/2019,444,17
22191,B18ZIYLVU8,5/25/2019,407,20
22192,B18ZIYLVU8,5/26/2019,469,27
22193,B18ZIYLVU8,5/27/2019,551,31
22194,B18ZIYLVU8,5/28/2019,498,33
22195,B18ZIYLVU8,5/29/2019,474,22
22196,B18ZIYLVU8,5/30/2019,403,11
22197,B18ZIYLVU8,5/31/2019,405,14
22198,B18ZIYLVU8,6/1/2019,403,10
22199,B18ZIYLVU8,6/2/2019,559,21
22200,B18ZIYLVU8,6/3/2019,509,22
22201,B18ZIYLVU8,6/4/2019,603,23
22202,B18ZIYLVU8,6/5/2019,423,13
22203,B18ZIYLVU8,6/6/2019,366,15
22204,B18ZIYLVU8,6/7/2019,357,13
22205,B18ZIYLVU8,6/8/2019,385,14
22206,B18ZIYLVU8,6/9/2019,583,23
22207,B18ZIYLVU8,6/10/2019,607,34
22208,B18ZIYLVU8,6/11/2019,664,46
22209,B18ZIYLVU8,6/12/2019,742,67
22210,B18ZIYLVU8,6/13/2019,1112,134
22211,B18ZIYLVU8,6/14/2019,1507,91
22212,B18ZIYLVU8,6/15/2019,665,2
22213,B18ZIYLVU8,6/16/2019,1134,0
22214,B18ZIYLVU8,6/17/2019,527,0
22215,B18ZIYLVU8,6/18/2019,447,0
22216,B18ZIYLVU8,6/19/2019,405,0
22217,B18ZIYLVU8,6/20/2019,392,0
22218,B18ZIYLVU8,6/21/2019,291,-2
22219,B18ZIYLVU8,6/22/2019,313,0
22220,B18ZIYLVU8,6/23/2019,433,0
22221,B18ZIYLVU8,6/24/2019,370,0
22222,B18ZIYLVU8,6/25/2019,334,0
22223,B18ZIYLVU8,6/26/2019,319,0
22224,B18ZIYLVU8,6/27/2019,291,0
22225,B18ZIYLVU8,6/28/2019,275,1
22226,B18ZIYLVU8,6/29/2019,303,4
22227,B18ZIYLVU8,6/30/2019,352,4
22228,B18ZIYLVU8,7/1/2019,374,4
22229,B18ZIYLVU8,7/2/2019,348,7
22230,B18ZIYLVU8,7/3/2019,398,16
22231,B18ZIYLVU8,7/4/2019,326,6
22232,B18ZIYLVU8,7/5/2019,356,9
22233,B18ZIYLVU8,7/6/2019,413,12
22234,B18ZIYLVU8,7/7/2019,410,22
22235,B18ZIYLVU8,7/8/2019,480,25
22236,B18ZIYLVU8,7/9/2019,495,21
22237,B18ZIYLVU8,7/10/2019,546,30
22238,B18ZIYLVU8,7/11/2019,436,17
22239,B18ZIYLVU8,7/12/2019,433,14
22240,B18ZIYLVU8,7/13/2019,366,11
22241,B18ZIYLVU8,7/14/2019,2224,121
22242,B18ZIYLVU8,7/15/2019,85152,734
22243,B18ZIYLVU8,7/16/2019,2884,-10
22244,B18ZIYLVU8,7/17/2019,1033,-3
22245,B18ZIYLVU8,7/18/2019,943,-10
22246,B18ZIYLVU8,7/19/2019,628,-5
22247,B18ZIYLVU8,7/20/2019,503,-1
22248,B18ZIYLVU8,7/21/2019,609,-2
22249,B18ZIYLVU8,7/22/2019,635,-2
22250,B18ZIYLVU8,7/23/2019,611,0
22251,B18ZIYLVU8,7/24/2019,480,0
22252,B18ZIYLVU8,7/25/2019,378,0
22253,B18ZIYLVU8,7/26/2019,284,0
22254,B18ZIYLVU8,7/27/2019,263,0
22255,B18ZIYLVU8,7/28/2019,378,0
22256,B18ZIYLVU8,7/29/2019,380,0
22257,B18ZIYLVU8,7/30/2019,267,-7
22258,B18ZIYLVU8,7/31/2019,311,-9
22259,B18ZIYLVU8,8/1/2019,281,-1
22260,B18ZIYLVU8,8/2/2019,330,0
22261,B18ZIYLVU8,8/3/2019,322,0
22262,B18ZIYLVU8,8/4/2019,457,0
22263,B18ZIYLVU8,8/5/2019,516,0
22264,B18ZIYLVU8,8/6/2019,410,1
22265,B18ZIYLVU8,8/7/2019,495,0
22266,B18ZIYLVU8,8/8/2019,298,0
22267,B18ZIYLVU8,8/9/2019,283,0
22268,B18ZIYLVU8,8/10/2019,293,0
22269,B18ZIYLVU8,8/11/2019,241,0
22270,B18ZIYLVU8,8/12/2019,358,0
22271,B18ZIYLVU8,8/13/2019,315,0
22272,B18ZIYLVU8,8/14/2019,315,0
22273,B18ZIYLVU8,8/15/2019,369,0
22274,B18ZIYLVU8,8/16/2019,359,1
22275,B18ZIYLVU8,8/17/2019,329,1
22276,B18ZIYLVU8,8/18/2019,405,0
22277,B18ZIYLVU8,8/19/2019,394,0
22278,B18ZIYLVU8,8/20/2019,263,0
22279,B18ZIYLVU8,8/21/2019,211,0
22280,B18ZIYLVU8,8/22/2019,201,0
22281,B18ZIYLVU8,8/23/2019,189,0
22282,B18ZIYLVU8,8/24/2019,263,0
22283,B18ZIYLVU8,8/25/2019,458,0
22284,B18ZIYLVU8,8/26/2019,430,0
22285,B18ZIYLVU8,8/27/2019,371,0
22286,B18ZIYLVU8,8/28/2019,339,0
22287,B18ZIYLVU8,8/29/2019,300,1
22288,B18ZIYLVU8,8/30/2019,195,0
22289,B18ZIYLVU8,8/31/2019,219,0
22290,B07XI2QS2Z,5/1/2019,376,10
22291,B07XI2QS2Z,5/2/2019,457,11
22292,B07XI2QS2Z,5/3/2019,359,10
22293,B07XI2QS2Z,5/4/2019,392,18
22294,B07XI2QS2Z,5/5/2019,418,12
22295,B07XI2QS2Z,5/6/2019,485,12
22296,B07XI2QS2Z,5/7/2019,367,3
22297,B07XI2QS2Z,5/8/2019,345,28
22298,B07XI2QS2Z,5/9/2019,365,12
22299,B07XI2QS2Z,5/10/2019,311,13
22300,B07XI2QS2Z,5/11/2019,313,13
22301,B07XI2QS2Z,5/12/2019,478,21
22302,B07XI2QS2Z,5/13/2019,393,13
22303,B07XI2QS2Z,5/14/2019,442,0
22304,B07XI2QS2Z,5/15/2019,310,0
22305,B07XI2QS2Z,5/16/2019,358,0
22306,B07XI2QS2Z,5/17/2019,310,0
22307,B07XI2QS2Z,5/18/2019,308,0
22308,B07XI2QS2Z,5/19/2019,369,0
22309,B07XI2QS2Z,5/20/2019,398,0
22310,B07XI2QS2Z,5/21/2019,398,0
22311,B07XI2QS2Z,5/22/2019,419,1
22312,B07XI2QS2Z,5/23/2019,292,0
22313,B07XI2QS2Z,5/24/2019,341,0
22314,B07XI2QS2Z,5/25/2019,286,0
22315,B07XI2QS2Z,5/26/2019,344,0
22316,B07XI2QS2Z,5/27/2019,396,0
22317,B07XI2QS2Z,5/28/2019,420,0
22318,B07XI2QS2Z,5/29/2019,379,0
22319,B07XI2QS2Z,5/30/2019,300,0
22320,B07XI2QS2Z,5/31/2019,332,0
22321,B07XI2QS2Z,6/1/2019,447,0
22322,B07XI2QS2Z,6/2/2019,464,0
22323,B07XI2QS2Z,6/3/2019,420,0
22324,B07XI2QS2Z,6/4/2019,449,0
22325,B07XI2QS2Z,6/5/2019,327,0
22326,B07XI2QS2Z,6/6/2019,274,0
22327,B07XI2QS2Z,6/7/2019,308,0
22328,B07XI2QS2Z,6/8/2019,266,0
22329,B07XI2QS2Z,6/9/2019,316,0
22330,B07XI2QS2Z,6/10/2019,426,0
22331,B07XI2QS2Z,6/11/2019,412,0
22332,B07XI2QS2Z,6/12/2019,353,0
22333,B07XI2QS2Z,6/13/2019,410,1
22334,B07XI2QS2Z,6/14/2019,373,42
22335,B07XI2QS2Z,6/15/2019,351,1
22336,B07XI2QS2Z,6/16/2019,375,4
22337,B07XI2QS2Z,6/17/2019,399,0
22338,B07XI2QS2Z,6/18/2019,339,0
22339,B07XI2QS2Z,6/19/2019,341,-1
22340,B07XI2QS2Z,6/20/2019,279,2
22341,B07XI2QS2Z,6/21/2019,197,-20
22342,B07XI2QS2Z,6/22/2019,221,1
22343,B07XI2QS2Z,6/23/2019,289,0
22344,B07XI2QS2Z,6/24/2019,283,0
22345,B07XI2QS2Z,6/25/2019,274,0
22346,B07XI2QS2Z,6/26/2019,274,0
22347,B07XI2QS2Z,6/27/2019,242,0
22348,B07XI2QS2Z,6/28/2019,227,0
22349,B07XI2QS2Z,6/29/2019,259,0
22350,B07XI2QS2Z,6/30/2019,362,0
22351,B07XI2QS2Z,7/1/2019,331,-2
22352,B07XI2QS2Z,7/2/2019,314,0
22353,B07XI2QS2Z,7/3/2019,332,-1
22354,B07XI2QS2Z,7/4/2019,434,0
22355,B07XI2QS2Z,7/5/2019,418,0
22356,B07XI2QS2Z,7/6/2019,500,0
22357,B07XI2QS2Z,7/7/2019,546,0
22358,B07XI2QS2Z,7/8/2019,477,0
22359,B07XI2QS2Z,7/9/2019,503,-3
22360,B07XI2QS2Z,7/10/2019,349,-4
22361,B07XI2QS2Z,7/11/2019,310,0
22362,B07XI2QS2Z,7/12/2019,304,0
22363,B07XI2QS2Z,7/13/2019,235,0
22364,B07XI2QS2Z,7/14/2019,389,0
22365,B07XI2QS2Z,7/15/2019,8741,0
22366,B07XI2QS2Z,7/16/2019,974,0
22367,B07XI2QS2Z,7/17/2019,346,0
22368,B07XI2QS2Z,7/18/2019,268,0
22369,B07XI2QS2Z,7/19/2019,238,0
22370,B07XI2QS2Z,7/20/2019,207,0
22371,B07XI2QS2Z,7/21/2019,227,0
22372,B07XI2QS2Z,7/22/2019,281,0
22373,B07XI2QS2Z,7/23/2019,241,0
22374,B07XI2QS2Z,7/24/2019,264,0
22375,B07XI2QS2Z,7/25/2019,190,0
22376,B07XI2QS2Z,7/26/2019,192,0
22377,B07XI2QS2Z,7/27/2019,182,0
22378,B07XI2QS2Z,7/28/2019,253,0
22379,B07XI2QS2Z,7/29/2019,268,0
22380,B07XI2QS2Z,7/30/2019,205,0
22381,B07XI2QS2Z,7/31/2019,271,-19
22382,B07XI2QS2Z,8/1/2019,222,0
22383,B07XI2QS2Z,8/2/2019,162,0
22384,B07XI2QS2Z,8/3/2019,181,0
22385,B07XI2QS2Z,8/4/2019,239,0
22386,B07XI2QS2Z,8/5/2019,258,0
22387,B07XI2QS2Z,8/6/2019,246,0
22388,B07XI2QS2Z,8/7/2019,238,0
22389,B07XI2QS2Z,8/8/2019,215,0
22390,B07XI2QS2Z,8/9/2019,219,0
22391,B07XI2QS2Z,8/10/2019,205,0
22392,B07XI2QS2Z,8/11/2019,128,0
22393,B07XI2QS2Z,8/12/2019,181,0
22394,B07XI2QS2Z,8/13/2019,209,0
22395,B07XI2QS2Z,8/14/2019,190,0
22396,B07XI2QS2Z,8/15/2019,149,0
22397,B07XI2QS2Z,8/16/2019,177,0
22398,B07XI2QS2Z,8/17/2019,134,0
22399,B07XI2QS2Z,8/18/2019,190,0
22400,B07XI2QS2Z,8/19/2019,251,0
22401,B07XI2QS2Z,8/20/2019,205,0
22402,B07XI2QS2Z,8/21/2019,182,0
22403,B07XI2QS2Z,8/22/2019,173,0
22404,B07XI2QS2Z,8/23/2019,132,0
22405,B07XI2QS2Z,8/24/2019,121,0
22406,B07XI2QS2Z,8/25/2019,154,0
22407,B07XI2QS2Z,8/26/2019,202,0
22408,B07XI2QS2Z,8/27/2019,159,0
22409,B07XI2QS2Z,8/28/2019,151,0
22410,B07XI2QS2Z,8/29/2019,522,0
22411,B07XI2QS2Z,8/30/2019,292,0
22412,B07XI2QS2Z,8/31/2019,229,0
22413,D26XH5B4OM,5/1/2019,295,3
22414,D26XH5B4OM,5/2/2019,358,3
22415,D26XH5B4OM,5/3/2019,284,3
22416,D26XH5B4OM,5/4/2019,313,4
22417,D26XH5B4OM,5/5/2019,449,12
22418,D26XH5B4OM,5/6/2019,489,8
22419,D26XH5B4OM,5/7/2019,324,0
22420,D26XH5B4OM,5/8/2019,308,0
22421,D26XH5B4OM,5/9/2019,291,0
22422,D26XH5B4OM,5/10/2019,303,0
22423,D26XH5B4OM,5/11/2019,254,0
22424,D26XH5B4OM,5/12/2019,333,0
22425,D26XH5B4OM,5/13/2019,324,0
22426,D26XH5B4OM,5/14/2019,310,0
22427,D26XH5B4OM,5/15/2019,260,0
22428,D26XH5B4OM,5/16/2019,272,0
22429,D26XH5B4OM,5/17/2019,270,0
22430,D26XH5B4OM,5/18/2019,266,0
22431,D26XH5B4OM,5/19/2019,257,0
22432,D26XH5B4OM,5/20/2019,300,0
22433,D26XH5B4OM,5/21/2019,320,0
22434,D26XH5B4OM,5/22/2019,257,0
22435,D26XH5B4OM,5/23/2019,233,0
22436,D26XH5B4OM,5/24/2019,312,0
22437,D26XH5B4OM,5/25/2019,261,0
22438,D26XH5B4OM,5/26/2019,260,0
22439,D26XH5B4OM,5/27/2019,349,0
22440,D26XH5B4OM,5/28/2019,345,0
22441,D26XH5B4OM,5/29/2019,314,0
22442,D26XH5B4OM,5/30/2019,309,0
22443,D26XH5B4OM,5/31/2019,289,1
22444,D26XH5B4OM,6/1/2019,481,0
22445,D26XH5B4OM,6/2/2019,588,0
22446,D26XH5B4OM,6/3/2019,457,0
22447,D26XH5B4OM,6/4/2019,484,0
22448,D26XH5B4OM,6/5/2019,439,0
22449,D26XH5B4OM,6/6/2019,402,0
22450,D26XH5B4OM,6/7/2019,388,0
22451,D26XH5B4OM,6/8/2019,393,-1
22452,D26XH5B4OM,6/9/2019,521,0
22453,D26XH5B4OM,6/10/2019,516,0
22454,D26XH5B4OM,6/11/2019,486,0
22455,D26XH5B4OM,6/12/2019,426,0
22456,D26XH5B4OM,6/13/2019,484,0
22457,D26XH5B4OM,6/14/2019,448,0
22458,D26XH5B4OM,6/15/2019,440,0
22459,D26XH5B4OM,6/16/2019,555,0
22460,D26XH5B4OM,6/17/2019,571,0
22461,D26XH5B4OM,6/18/2019,404,0
22462,D26XH5B4OM,6/19/2019,462,0
22463,D26XH5B4OM,6/20/2019,437,0
22464,D26XH5B4OM,6/21/2019,358,0
22465,D26XH5B4OM,6/22/2019,368,0
22466,D26XH5B4OM,6/23/2019,563,0
22467,D26XH5B4OM,6/24/2019,431,0
22468,D26XH5B4OM,6/25/2019,453,0
22469,D26XH5B4OM,6/26/2019,422,0
22470,D26XH5B4OM,6/27/2019,493,0
22471,D26XH5B4OM,6/28/2019,403,0
22472,D26XH5B4OM,6/29/2019,360,0
22473,D26XH5B4OM,6/30/2019,505,0
22474,D26XH5B4OM,7/1/2019,513,0
22475,D26XH5B4OM,7/2/2019,618,0
22476,D26XH5B4OM,7/3/2019,622,0
22477,D26XH5B4OM,7/4/2019,565,0
22478,D26XH5B4OM,7/5/2019,556,0
22479,D26XH5B4OM,7/6/2019,596,0
22480,D26XH5B4OM,7/7/2019,579,0
22481,D26XH5B4OM,7/8/2019,617,0
22482,D26XH5B4OM,7/9/2019,790,0
22483,D26XH5B4OM,7/10/2019,635,0
22484,D26XH5B4OM,7/11/2019,562,0
22485,D26XH5B4OM,7/12/2019,423,0
22486,D26XH5B4OM,7/13/2019,286,0
22487,D26XH5B4OM,7/14/2019,440,0
22488,D26XH5B4OM,7/15/2019,9263,0
22489,D26XH5B4OM,7/16/2019,863,0
22490,D26XH5B4OM,7/17/2019,310,0
22491,D26XH5B4OM,7/18/2019,287,0
22492,D26XH5B4OM,7/19/2019,235,3
22493,D26XH5B4OM,7/20/2019,250,0
22494,D26XH5B4OM,7/21/2019,243,0
22495,D26XH5B4OM,7/22/2019,260,0
22496,D26XH5B4OM,7/23/2019,227,0
22497,D26XH5B4OM,7/24/2019,252,0
22498,D26XH5B4OM,7/25/2019,195,0
22499,D26XH5B4OM,7/26/2019,255,0
22500,D26XH5B4OM,7/27/2019,231,0
22501,D26XH5B4OM,7/28/2019,310,0
22502,D26XH5B4OM,7/29/2019,264,0
22503,D26XH5B4OM,7/30/2019,218,0
22504,D26XH5B4OM,7/31/2019,234,0
22505,D26XH5B4OM,8/1/2019,216,0
22506,D26XH5B4OM,8/2/2019,150,0
22507,D26XH5B4OM,8/3/2019,138,0
22508,D26XH5B4OM,8/4/2019,260,0
22509,D26XH5B4OM,8/5/2019,349,0
22510,D26XH5B4OM,8/6/2019,233,0
22511,D26XH5B4OM,8/7/2019,217,0
22512,D26XH5B4OM,8/8/2019,190,0
22513,D26XH5B4OM,8/9/2019,150,0
22514,D26XH5B4OM,8/10/2019,158,0
22515,D26XH5B4OM,8/11/2019,151,0
22516,D26XH5B4OM,8/12/2019,210,-2
22517,D26XH5B4OM,8/13/2019,231,2
22518,D26XH5B4OM,8/14/2019,189,0
22519,D26XH5B4OM,8/15/2019,179,0
22520,D26XH5B4OM,8/16/2019,195,0
22521,D26XH5B4OM,8/17/2019,156,0
22522,D26XH5B4OM,8/18/2019,208,0
22523,D26XH5B4OM,8/19/2019,211,0
22524,D26XH5B4OM,8/20/2019,220,0
22525,D26XH5B4OM,8/21/2019,161,0
22526,D26XH5B4OM,8/22/2019,160,0
22527,D26XH5B4OM,8/23/2019,122,0
22528,D26XH5B4OM,8/24/2019,121,0
22529,D26XH5B4OM,8/25/2019,169,0
22530,D26XH5B4OM,8/26/2019,169,0
22531,D26XH5B4OM,8/27/2019,143,0
22532,D26XH5B4OM,8/28/2019,167,0
22533,D26XH5B4OM,8/29/2019,194,0
22534,D26XH5B4OM,8/30/2019,143,0
22535,D26XH5B4OM,8/31/2019,130,0
22536,D28ZI3PXUF,5/1/2019,2101,103
22537,D28ZI3PXUF,5/2/2019,2038,104
22538,D28ZI3PXUF,5/3/2019,2132,107
22539,D28ZI3PXUF,5/4/2019,2400,115
22540,D28ZI3PXUF,5/5/2019,2733,216
22541,D28ZI3PXUF,5/6/2019,2726,122
22542,D28ZI3PXUF,5/7/2019,2235,52
22543,D28ZI3PXUF,5/8/2019,1925,32
22544,D28ZI3PXUF,5/9/2019,2129,55
22545,D28ZI3PXUF,5/10/2019,1912,76
22546,D28ZI3PXUF,5/11/2019,1890,23
22547,D28ZI3PXUF,5/12/2019,2261,72
22548,D28ZI3PXUF,5/13/2019,2000,18
22549,D28ZI3PXUF,5/14/2019,1990,20
22550,D28ZI3PXUF,5/15/2019,1730,22
22551,D28ZI3PXUF,5/16/2019,1911,51
22552,D28ZI3PXUF,5/17/2019,1990,52
22553,D28ZI3PXUF,5/18/2019,1821,70
22554,D28ZI3PXUF,5/19/2019,1944,96
22555,D28ZI3PXUF,5/20/2019,2028,76
22556,D28ZI3PXUF,5/21/2019,1968,82
22557,D28ZI3PXUF,5/22/2019,1946,82
22558,D28ZI3PXUF,5/23/2019,1724,112
22559,D28ZI3PXUF,5/24/2019,2708,167
22560,D28ZI3PXUF,5/25/2019,2381,89
22561,D28ZI3PXUF,5/26/2019,2404,86
22562,D28ZI3PXUF,5/27/2019,2884,103
22563,D28ZI3PXUF,5/28/2019,2580,155
22564,D28ZI3PXUF,5/29/2019,2446,39
22565,D28ZI3PXUF,5/30/2019,2019,51
22566,D28ZI3PXUF,5/31/2019,2132,31
22567,D28ZI3PXUF,6/1/2019,2650,71
22568,D28ZI3PXUF,6/2/2019,2776,70
22569,D28ZI3PXUF,6/3/2019,2403,46
22570,D28ZI3PXUF,6/4/2019,3084,104
22571,D28ZI3PXUF,6/5/2019,2597,128
22572,D28ZI3PXUF,6/6/2019,2436,86
22573,D28ZI3PXUF,6/7/2019,2491,78
22574,D28ZI3PXUF,6/8/2019,2490,85
22575,D28ZI3PXUF,6/9/2019,3164,115
22576,D28ZI3PXUF,6/10/2019,3409,117
22577,D28ZI3PXUF,6/11/2019,3423,159
22578,D28ZI3PXUF,6/12/2019,3131,148
22579,D28ZI3PXUF,6/13/2019,3470,141
22580,D28ZI3PXUF,6/14/2019,3008,81
22581,D28ZI3PXUF,6/15/2019,3153,25
22582,D28ZI3PXUF,6/16/2019,3711,35
22583,D28ZI3PXUF,6/17/2019,3534,30
22584,D28ZI3PXUF,6/18/2019,2959,16
22585,D28ZI3PXUF,6/19/2019,2892,10
22586,D28ZI3PXUF,6/20/2019,2593,11
22587,D28ZI3PXUF,6/21/2019,2075,13
22588,D28ZI3PXUF,6/22/2019,2180,9
22589,D28ZI3PXUF,6/23/2019,2543,6
22590,D28ZI3PXUF,6/24/2019,2316,10
22591,D28ZI3PXUF,6/25/2019,2217,-4
22592,D28ZI3PXUF,6/26/2019,2035,8
22593,D28ZI3PXUF,6/27/2019,1704,19
22594,D28ZI3PXUF,6/28/2019,1504,27
22595,D28ZI3PXUF,6/29/2019,1991,66
22596,D28ZI3PXUF,6/30/2019,2103,38
22597,D28ZI3PXUF,7/1/2019,2469,46
22598,D28ZI3PXUF,7/2/2019,2184,50
22599,D28ZI3PXUF,7/3/2019,2581,75
22600,D28ZI3PXUF,7/4/2019,2211,58
22601,D28ZI3PXUF,7/5/2019,2153,59
22602,D28ZI3PXUF,7/6/2019,2604,75
22603,D28ZI3PXUF,7/7/2019,2675,42
22604,D28ZI3PXUF,7/8/2019,2703,43
22605,D28ZI3PXUF,7/9/2019,2797,54
22606,D28ZI3PXUF,7/10/2019,2540,18
22607,D28ZI3PXUF,7/11/2019,2358,-2
22608,D28ZI3PXUF,7/12/2019,2446,50
22609,D28ZI3PXUF,7/13/2019,2117,13
22610,D28ZI3PXUF,7/14/2019,3032,1
22611,D28ZI3PXUF,7/15/2019,17457,19
22612,D28ZI3PXUF,7/16/2019,5377,9
22613,D28ZI3PXUF,7/17/2019,2078,1
22614,D28ZI3PXUF,7/18/2019,1895,3
22615,D28ZI3PXUF,7/19/2019,1814,15
22616,D28ZI3PXUF,7/20/2019,1533,0
22617,D28ZI3PXUF,7/21/2019,1916,0
22618,D28ZI3PXUF,7/22/2019,1832,0
22619,D28ZI3PXUF,7/23/2019,1712,10
22620,D28ZI3PXUF,7/24/2019,1601,0
22621,D28ZI3PXUF,7/25/2019,1662,0
22622,D28ZI3PXUF,7/26/2019,1877,23
22623,D28ZI3PXUF,7/27/2019,1846,8
22624,D28ZI3PXUF,7/28/2019,2268,8
22625,D28ZI3PXUF,7/29/2019,2159,11
22626,D28ZI3PXUF,7/30/2019,1625,29
22627,D28ZI3PXUF,7/31/2019,2225,-3
22628,D28ZI3PXUF,8/1/2019,1382,0
22629,D28ZI3PXUF,8/2/2019,1178,-1
22630,D28ZI3PXUF,8/3/2019,1223,-1
22631,D28ZI3PXUF,8/4/2019,1507,0
22632,D28ZI3PXUF,8/5/2019,1368,-1
22633,D28ZI3PXUF,8/6/2019,1246,-41
22634,D28ZI3PXUF,8/7/2019,1339,-3
22635,D28ZI3PXUF,8/8/2019,1207,3
22636,D28ZI3PXUF,8/9/2019,1106,0
22637,D28ZI3PXUF,8/10/2019,1071,0
22638,D28ZI3PXUF,8/11/2019,1292,8
22639,D28ZI3PXUF,8/12/2019,1278,0
22640,D28ZI3PXUF,8/13/2019,1146,0
22641,D28ZI3PXUF,8/14/2019,1283,0
22642,D28ZI3PXUF,8/15/2019,1252,4
22643,D28ZI3PXUF,8/16/2019,1256,19
22644,D28ZI3PXUF,8/17/2019,1371,17
22645,D28ZI3PXUF,8/18/2019,1474,4
22646,D28ZI3PXUF,8/19/2019,1494,9
22647,D28ZI3PXUF,8/20/2019,1319,4
22648,D28ZI3PXUF,8/21/2019,1040,0
22649,D28ZI3PXUF,8/22/2019,923,3
22650,D28ZI3PXUF,8/23/2019,960,0
22651,D28ZI3PXUF,8/24/2019,965,0
22652,D28ZI3PXUF,8/25/2019,1039,0
22653,D28ZI3PXUF,8/26/2019,1154,7
22654,D28ZI3PXUF,8/27/2019,1164,2
22655,D28ZI3PXUF,8/28/2019,1142,0
22656,D28ZI3PXUF,8/29/2019,1008,-1
22657,D28ZI3PXUF,8/30/2019,904,-1
22658,D28ZI3PXUF,8/31/2019,901,0
22659,D07YK6ZHZK,5/1/2019,120,4
22660,D07YK6ZHZK,5/2/2019,145,0
22661,D07YK6ZHZK,5/3/2019,98,0
22662,D07YK6ZHZK,5/4/2019,113,0
22663,D07YK6ZHZK,5/5/2019,123,3
22664,D07YK6ZHZK,5/6/2019,134,0
22665,D07YK6ZHZK,5/7/2019,131,0
22666,D07YK6ZHZK,5/8/2019,120,0
22667,D07YK6ZHZK,5/9/2019,110,0
22668,D07YK6ZHZK,5/10/2019,110,0
22669,D07YK6ZHZK,5/11/2019,84,0
22670,D07YK6ZHZK,5/12/2019,123,0
22671,D07YK6ZHZK,5/13/2019,96,0
22672,D07YK6ZHZK,5/14/2019,81,0
22673,D07YK6ZHZK,5/15/2019,82,0
22674,D07YK6ZHZK,5/16/2019,84,0
22675,D07YK6ZHZK,5/20/2019,113,1
22676,D07YK6ZHZK,5/21/2019,115,0
22677,D07YK6ZHZK,5/22/2019,109,0
22678,D07YK6ZHZK,5/24/2019,103,0
22679,D07YK6ZHZK,5/25/2019,105,0
22680,D07YK6ZHZK,5/26/2019,110,0
22681,D07YK6ZHZK,5/27/2019,103,0
22682,D07YK6ZHZK,6/6/2019,178,1
22683,D07YK6ZHZK,6/7/2019,80,0
22684,D07YK6ZHZK,6/11/2019,235,0
22685,D07YK6ZHZK,6/12/2019,137,0
22686,D07YK6ZHZK,6/18/2019,110,0
22687,D07YK6ZHZK,6/19/2019,94,0
22688,D07YK6ZHZK,6/25/2019,78,0
22689,D07YK6ZHZK,7/4/2019,81,0
22690,D07YK6ZHZK,7/26/2019,64,0
22691,D07YK6ZHZK,7/27/2019,43,0
22692,D07YK6ZHZK,7/28/2019,57,0
22693,D07YK6ZHZK,7/30/2019,71,0
22694,D07YK6ZHZK,7/31/2019,61,0
